Zaman			Deger
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            28.81
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            26.66
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:09 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            22.60
5.06.2023 03:44:10 :            22.60
5.06.2023 03:44:10 :            22.60
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:10 :            26.66
5.06.2023 03:44:10 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            22.60
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            26.66
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:11 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            22.60
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            22.60
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            22.60
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            24.59
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            26.66
5.06.2023 03:44:12 :            22.60
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            22.60
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            26.66
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:13 :            24.59
5.06.2023 03:44:14 :            26.66
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            22.60
5.06.2023 03:44:14 :            26.66
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            26.66
5.06.2023 03:44:14 :            26.66
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            22.60
5.06.2023 03:44:14 :            22.60
5.06.2023 03:44:14 :            26.66
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            22.60
5.06.2023 03:44:14 :            22.60
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            26.66
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:14 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            22.60
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            22.60
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            24.59
5.06.2023 03:44:15 :            26.66
5.06.2023 03:44:15 :            22.60
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            22.60
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            22.60
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            22.60
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            26.66
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:16 :            24.59
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            22.60
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            22.60
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            22.60
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            26.66
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            22.60
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:17 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            26.66
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            26.66
5.06.2023 03:44:18 :            26.66
5.06.2023 03:44:18 :            26.66
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            22.60
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            22.60
5.06.2023 03:44:18 :            22.60
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            22.60
5.06.2023 03:44:18 :            26.66
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            26.66
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:18 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            22.60
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:19 :            26.66
5.06.2023 03:44:19 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            22.60
5.06.2023 03:44:20 :            26.66
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            22.60
5.06.2023 03:44:20 :            26.66
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            26.66
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            26.66
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            22.60
5.06.2023 03:44:20 :            26.66
5.06.2023 03:44:20 :            24.59
5.06.2023 03:44:20 :            22.60
5.06.2023 03:44:20 :            26.66
5.06.2023 03:44:20 :            22.60
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            26.66
5.06.2023 03:44:21 :            26.66
5.06.2023 03:44:21 :            22.60
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            26.66
5.06.2023 03:44:21 :            22.60
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            22.60
5.06.2023 03:44:21 :            26.66
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            22.60
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            24.59
5.06.2023 03:44:21 :            22.60
5.06.2023 03:44:21 :            26.66
5.06.2023 03:44:21 :            26.66
5.06.2023 03:44:22 :            22.60
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            22.60
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            22.60
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            22.60
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:22 :            26.66
5.06.2023 03:44:22 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            26.66
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            26.66
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:23 :            26.66
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            24.59
5.06.2023 03:44:23 :            22.60
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            26.66
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            26.66
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            26.66
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            26.66
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            22.60
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:24 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            26.66
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            22.60
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:25 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            26.66
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:26 :            24.59
5.06.2023 03:44:26 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            20.67
5.06.2023 03:44:27 :            26.66
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            24.59
5.06.2023 03:44:27 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
